arrangement,source_page,label,x,y,size,type,confidence
25-7,4,89,64.46,42.04,22D,signal,high
25-7,4,11,16.77,42.05,22D,signal,high
25-7,4,4,13.05,45.32,22D,signal,high
25-7,4,97,68.21,45.46,22D,signal,high
25-7,4,51,40.71,46.57,22D,signal,high
25-7,4,12,17.71,47.04,22D,signal,high
25-7,4,90,63.44,47.32,22D,signal,high
25-7,4,42,36.03,49.93,22D,signal,high
25-7,4,60,45.17,49.93,22D,signal,high
25-7,4,5,14.6,50.94,22D,signal,high
25-7,4,98,66.71,51.28,22D,signal,high
25-7,4,52,40.71,51.79,22D,signal,high
25-7,4,13,19.31,51.8,22D,signal,high
25-7,4,91,62.37,51.8,22D,signal,high
25-7,4,33,32.13,52.45,22D,signal,high
25-7,4,68,49.42,52.45,22D,signal,high
25-7,4,82,55.74,52.53,22D,signal,high
25-7,4,19,25.46,52.53,22D,signal,high
25-7,4,43,35.75,55.23,22D,signal,high
25-7,4,61,45.74,55.23,22D,signal,high
25-7,4,14,21.55,55.87,22D,signal,high
25-7,4,92,59.39,55.88,22D,signal,high
25-7,4,76,52.52,56.05,22D,signal,high
25-7,4,6,16.84,56.05,22D,signal,high
25-7,4,26,28.93,56.09,22D,signal,high
25-7,4,99,64.07,56.26,22D,signal,high
25-7,4,53,40.71,56.78,22D,signal,high
25-7,4,34,32.93,58.62,22D,signal,high
25-7,4,69,48.27,58.9,22D,signal,high
25-7,4,83,56.0,59.42,22D,signal,high
25-7,4,20,25.32,59.47,22D,signal,high
25-7,4,62,44.25,60.31,22D,signal,high
25-7,4,44,37.01,60.31,22D,signal,high
25-7,4,93,60.82,60.39,22D,signal,high
25-7,4,15,20.35,60.39,22D,signal,high
25-7,4,27,28.96,62.23,22D,signal,high
25-7,4,77,52.0,62.23,22D,signal,high
25-7,4,21,24.54,64.18,22D,signal,high
25-7,4,35,33.5,64.24,22D,signal,high
25-7,4,70,47.75,64.29,22D,signal,high
25-7,4,84,56.37,64.29,22D,signal,high
25-7,4,63,43.18,65.38,22D,signal,high
25-7,4,45,38.13,65.38,22D,signal,high
25-7,4,28,29.6,66.99,22D,signal,high
25-7,4,78,51.8,67.22,22D,signal,high
25-7,4,36,34.65,68.83,22D,signal,high
25-7,4,71,47.28,69.05,22D,signal,high
25-7,4,54,40.71,69.51,22D,signal,high
25-8,4,A,41.16,17.77,8 Twinax,twinax,high
25-8,4,G,23.44,29.27,8 Twinax,twinax,high
25-8,4,B,60.61,29.27,8 Twinax,twinax,high
25-8,4,H,41.16,40.93,8 Twinax,twinax,high
25-8,4,F,20.05,46.37,8 Twinax,twinax,high
25-8,4,C,62.37,46.37,8 Twinax,twinax,high
25-8,4,E,31.48,62.09,8 Twinax,twinax,high
25-8,4,D,50.0,62.09,8 Twinax,twinax,high
25-17,4,U,29.32,14.57,22D,signal,high
25-17,4,B,52.07,14.57,22D,signal,high
25-17,4,T,23.79,17.3,22D,signal,high
25-17,4,C,57.59,17.47,22D,signal,high
25-17,4,A,40.6,18.15,8 Twinax,twinax,high
25-17,4,V,52.78,19.39,22D,signal,high
25-17,4,a,28.64,19.4,22D,signal,high
25-17,4,b,33.67,28.4,22D,signal,high
25-17,4,d,47.75,28.43,22D,signal,high
25-17,4,S,21.26,28.9,8 Twinax,twinax,high
25-17,4,D,59.78,28.91,8 Twinax,twinax,high
25-17,4,c,40.69,30.57,22D,signal,high
25-17,4,q,31.62,35.57,22D,signal,high
25-17,4,r,36.65,35.59,22D,signal,high
25-17,4,s,44.46,35.6,22D,signal,high
25-17,4,e,49.49,35.61,22D,signal,high
25-17,4,R,11.62,37.34,22D,signal,high
25-17,4,E,69.32,37.84,22D,signal,high
25-17,4,w,34.32,40.58,22D,signal,high
25-17,4,t,46.67,40.58,22D,signal,high
25-17,4,Z,15.46,40.59,22D,signal,high
25-17,4,W,65.18,40.59,22D,signal,high
25-17,4,f,51.84,40.6,22D,signal,high
25-17,4,p,28.99,40.6,22D,signal,high
25-17,4,P,11.46,43.68,22D,signal,high
25-17,4,F,68.84,44.17,22D,signal,high
25-17,4,u,44.47,45.82,22D,signal,high
25-17,4,g,49.51,45.82,22D,signal,high
25-17,4,n,31.58,45.84,22D,signal,high
25-17,4,v,36.66,45.87,22D,signal,high
25-17,4,k,40.13,50.84,22D,signal,high
25-17,4,G,59.79,51.81,8 Twinax,twinax,high
25-17,4,N,21.25,51.82,8 Twinax,twinax,high
25-17,4,m,33.04,53.02,22D,signal,high
25-17,4,h,47.25,53.03,22D,signal,high
25-17,4,Y,28.07,62.03,22D,signal,high
25-17,4,X,52.23,62.04,22D,signal,high
25-17,4,K,40.61,62.56,8 Twinax,twinax,high
25-17,4,M,23.22,64.01,22D,signal,high
25-17,4,H,57.1,64.04,22D,signal,high
25-17,4,L,28.74,67.09,22D,signal,high
25-17,4,J,51.6,67.11,22D,signal,high
25-19,4,M,27.2,16.57,12,signal,high
25-19,4,A,40.99,16.57,12,signal,high
25-19,4,B,54.78,16.57,12,signal,high
25-19,4,L,22.46,28.49,12,signal,high
25-19,4,N,34.76,28.49,12,signal,high
25-19,4,P,47.05,28.49,12,signal,high
25-19,4,C,59.35,28.49,12,signal,high
25-19,4,K,15.81,40.4,12,signal,high
25-19,4,U,28.44,40.4,12,signal,high
25-19,4,V,41.07,40.4,12,signal,high
25-19,4,R,53.7,40.4,12,signal,high
25-19,4,D,66.33,40.4,12,signal,high
25-19,4,J,22.38,52.32,12,signal,high
25-19,4,T,34.73,52.32,12,signal,high
25-19,4,S,47.08,52.32,12,signal,high
25-19,4,E,59.43,52.32,12,signal,high
25-19,4,H,27.36,64.24,12,signal,high
25-19,4,G,41.07,64.24,12,signal,high
25-19,4,F,54.78,64.24,12,signal,high
25-20,4,S,41.69,15.42,20,signal,high
25-20,4,B,59.14,15.67,20,signal,high
25-20,4,R,33.93,19.83,16,signal,high
25-20,4,A,50.32,20.21,8 Twinax,twinax,high
25-20,4,C,67.12,20.81,16,signal,high
25-20,4,T,62.53,25.44,16,signal,high
25-20,4,Z,38.75,25.48,16,signal,high
25-20,4,P,29.32,26.34,16,signal,high
25-20,4,D,71.79,26.6,16,signal,high
25-20,4,U,66.1,31.5,16,signal,high
25-20,4,Y,33.8,32.08,16,signal,high
25-20,4,5,50.53,32.84,12 Coax,coax,high
25-20,4,E,75.03,33.29,16,signal,high
25-20,4,N,25.31,33.78,16,signal,high
25-20,4,4,39.78,35.58,20,signal,high
25-20,4,1,60.49,35.58,20,signal,high
25-20,4,F,76.16,41.97,16,signal,high
25-20,4,3,33.14,42.19,12 Coax,coax,high
25-20,4,6,58.75,42.48,20,signal,high
25-20,4,7,41.36,42.56,20,signal,high
25-20,4,M,24.38,42.97,16,signal,high
25-20,4,2,66.77,43.22,12 Coax,coax,high
25-20,4,W,50.61,44.93,12 Coax,coax,high
25-20,4,X,31.95,49.96,20,signal,high
25-20,4,V,69.07,50.79,20,signal,high
25-20,4,G,69.9,55.6,20,signal,high
25-20,4,L,30.29,56.39,20,signal,high
25-20,4,K,42.35,56.67,8 Twinax,twinax,high
25-20,4,H,58.38,56.76,8 Twinax,twinax,high
25-20,4,J,50.32,65.91,16,signal,high
25-24,4,A,40.66,13.29,12,signal,high
25-24,4,B,49.01,18.65,12,signal,high
25-24,4,P,31.44,18.78,12,signal,high
25-24,4,C,56.41,23.28,16,signal,high
25-24,4,N,23.76,23.4,16,signal,high
25-24,4,R,41.16,25.22,12,signal,high
25-24,4,Y,29.82,29.87,12,signal,high
25-24,4,S,51.88,30.37,12,signal,high
25-24,4,M,19.1,32.61,12,signal,high
25-24,4,D,61.6,32.74,12,signal,high
25-24,4,Z,40.95,36.03,16,signal,high
25-24,4,X,27.39,39.18,12,signal,high
25-24,4,T,53.75,39.18,12,signal,high
25-24,4,L,17.11,43.08,12,signal,high
25-24,4,E,64.59,43.08,12,signal,high
25-24,4,a,40.7,46.84,16,signal,high
25-24,4,W,27.62,49.63,16,signal,high
25-24,4,U,53.42,50.63,16,signal,high
25-24,4,K,18.58,53.69,16,signal,high
25-24,4,F,62.33,54.56,16,signal,high
25-24,4,V,40.58,57.65,16,signal,high
25-24,4,G,54.29,60.98,16,signal,high
25-24,4,J,27.06,62.78,16,signal,high
25-24,4,H,40.46,68.45,16,signal,high
25-29,4,A,40.81,13.86,16,signal,high
25-29,4,R,26.77,18.34,16,signal,high
25-29,4,B,54.43,18.72,16,signal,high
25-29,4,S,34.87,23.39,16,signal,high
25-29,4,T,46.71,23.39,16,signal,high
25-29,4,C,63.16,25.07,16,signal,high
25-29,4,P,19.16,25.82,16,signal,high
25-29,4,c,40.81,30.32,16,signal,high
25-29,4,b,25.77,32.74,16,signal,high
25-29,4,U,56.05,32.74,16,signal,high
25-29,4,N,13.43,34.17,16,signal,high
25-29,4,D,68.27,34.17,16,signal,high
25-29,4,f,32.25,39.09,16,signal,high
25-29,4,d,48.82,39.09,16,signal,high
25-29,4,a,20.41,40.15,16,signal,high
25-29,4,V,61.16,40.15,16,signal,high
25-29,4,M,14.18,44.33,16,signal,high
25-29,4,e,40.81,44.42,16,signal,high
25-29,4,E,67.64,44.7,16,signal,high
25-29,4,Z,26.39,48.19,16,signal,high
25-29,4,W,55.68,48.19,16,signal,high
25-29,4,L,17.54,52.49,16,signal,high
25-29,4,F,63.41,52.49,16,signal,high
25-29,4,Y,35.49,54.59,16,signal,high
25-29,4,X,46.52,54.72,16,signal,high
25-29,4,G,58.42,61.59,16,signal,high
25-29,4,K,23.28,61.71,16,signal,high
25-29,4,H,46.52,67.32,16,signal,high
25-29,4,J,35.49,67.44,16,signal,high
25-35,4,59,40.56,10.06,22D,signal,high
25-35,4,71,44.43,10.22,22D,signal,high
25-35,4,48,36.8,10.36,22D,signal,high
25-35,4,82,48.17,10.8,22D,signal,high
25-35,4,36,33.54,11.04,22D,signal,high
25-35,4,94,51.99,11.94,22D,signal,high
25-35,4,25,29.49,12.66,22D,signal,high
25-35,4,105,55.58,13.2,22D,signal,high
25-35,4,15,25.77,14.34,22D,signal,high
25-35,4,60,40.56,15.54,22D,signal,high
25-35,4,83,48.17,16.07,22D,signal,high
25-35,4,115,59.68,16.21,22D,signal,high
25-35,4,72,44.43,16.22,22D,signal,high
25-35,4,49,37.06,16.29,22D,signal,high
25-35,4,37,33.39,16.3,22D,signal,high
25-35,4,8,21.99,16.63,22D,signal,high
25-35,4,95,51.98,17.51,22D,signal,high
25-35,4,26,29.58,18.15,22D,signal,high
25-35,4,106,55.58,19.04,22D,signal,high
25-35,4,16,25.77,19.95,22D,signal,high
25-35,4,61,40.44,20.12,22D,signal,high
25-35,4,73,44.29,20.69,22D,signal,high
25-35,4,50,36.89,20.81,22D,signal,high
25-35,4,84,48.17,21.34,22D,signal,high
25-35,4,122,64.27,21.45,22D,signal,high
25-35,4,38,33.39,21.57,22D,signal,high
25-35,4,1,17.35,21.68,22D,signal,high
25-35,4,96,51.98,23.08,22D,signal,high
25-35,4,27,29.58,23.65,22D,signal,high
25-35,4,116,59.66,23.82,22D,signal,high
25-35,4,9,21.99,24.18,22D,signal,high
25-35,4,107,55.58,24.99,22D,signal,high
25-35,4,17,25.77,25.55,22D,signal,high
25-35,4,62,40.56,26.48,22D,signal,high
25-35,4,85,48.17,26.61,22D,signal,high
25-35,4,39,33.39,26.84,22D,signal,high
25-35,4,2,14.08,27.7,22D,signal,high
25-35,4,123,67.72,27.82,22D,signal,high
25-35,4,51,37.06,28.14,22D,signal,high
25-35,4,74,44.43,28.23,22D,signal,high
25-35,4,97,51.98,28.64,22D,signal,high
25-35,4,28,29.58,29.14,22D,signal,high
25-35,4,108,55.58,30.94,22D,signal,high
25-35,4,18,25.77,31.16,22D,signal,high
25-35,4,10,21.99,31.72,22D,signal,high
25-35,4,86,48.17,31.88,22D,signal,high
25-35,4,117,59.68,31.89,22D,signal,high
25-35,4,63,40.56,31.96,22D,signal,high
25-35,4,40,33.39,32.1,22D,signal,high
25-35,4,124,69.41,33.51,22D,signal,high
25-35,4,3,11.67,33.51,22D,signal,high
25-35,4,52,37.06,34.07,22D,signal,high
25-35,4,98,51.98,34.21,22D,signal,high
25-35,4,75,44.43,34.24,22D,signal,high
25-35,4,29,29.58,34.63,22D,signal,high
25-35,4,19,25.77,36.77,22D,signal,high
25-35,4,109,55.58,36.9,22D,signal,high
25-35,4,87,48.17,37.15,22D,signal,high
25-35,4,41,33.39,37.37,22D,signal,high
25-35,4,64,40.56,37.43,22D,signal,high
25-35,4,11,21.99,39.26,22D,signal,high
25-35,4,99,51.98,39.78,22D,signal,high
25-35,4,125,70.27,39.85,22D,signal,high
25-35,4,4,11.52,39.85,22D,signal,high
25-35,4,118,59.68,39.95,22D,signal,high
25-35,4,53,37.05,40.0,22D,signal,high
25-35,4,30,29.58,40.13,22D,signal,high
25-35,4,76,44.43,40.25,22D,signal,high
25-35,4,20,25.77,42.38,22D,signal,high
25-35,4,88,48.17,42.42,22D,signal,high
25-35,4,42,33.39,42.64,22D,signal,high
25-35,4,110,55.58,42.85,22D,signal,high
25-35,4,65,40.56,42.9,22D,signal,high
25-35,4,100,51.98,45.34,22D,signal,high
25-35,4,31,29.58,45.62,22D,signal,high
25-35,4,126,69.61,45.88,22D,signal,high
25-35,4,5,12.27,45.88,22D,signal,high
25-35,4,54,37.06,45.92,22D,signal,high
25-35,4,77,44.43,46.25,22D,signal,high
25-35,4,12,21.99,46.8,22D,signal,high
25-35,4,89,48.17,47.69,22D,signal,high
25-35,4,43,33.39,47.9,22D,signal,high
25-35,4,21,25.77,47.98,22D,signal,high
25-35,4,119,59.68,48.01,22D,signal,high
25-35,4,66,40.56,48.38,22D,signal,high
25-35,4,111,55.58,48.81,22D,signal,high
25-35,4,101,51.98,50.91,22D,signal,high
25-35,4,32,29.58,51.11,22D,signal,high
25-35,4,55,37.06,51.85,22D,signal,high
25-35,4,78,44.43,52.25,22D,signal,high
25-35,4,127,67.5,52.4,22D,signal,high
25-35,4,6,14.0,52.4,22D,signal,high
25-35,4,90,48.17,52.96,22D,signal,high
25-35,4,44,33.39,53.17,22D,signal,high
25-35,4,22,25.77,53.59,22D,signal,high
25-35,4,67,40.56,53.85,22D,signal,high
25-35,4,112,55.58,54.76,22D,signal,high
25-35,4,13,21.99,55.21,22D,signal,high
25-35,4,120,59.68,55.21,22D,signal,high
25-35,4,102,51.98,56.48,22D,signal,high
25-35,4,33,29.58,56.6,22D,signal,high
25-35,4,7,16.76,58.0,22D,signal,high
25-35,4,91,48.17,58.23,22D,signal,high
25-35,4,45,33.39,58.43,22D,signal,high
25-35,4,128,64.53,58.68,22D,signal,high
25-35,4,56,36.92,59.56,22D,signal,high
25-35,4,79,44.43,59.66,22D,signal,high
25-35,4,23,25.77,59.96,22D,signal,high
25-35,4,113,55.58,59.96,22D,signal,high
25-35,4,68,40.69,60.22,22D,signal,high
25-35,4,103,51.98,62.05,22D,signal,high
25-35,4,34,29.58,62.1,22D,signal,high
25-35,4,14,21.99,63.01,22D,signal,high
25-35,4,121,59.68,63.01,22D,signal,high
25-35,4,92,48.17,63.5,22D,signal,high
25-35,4,46,33.39,63.7,22D,signal,high
25-35,4,80,44.43,64.26,22D,signal,high
25-35,4,57,36.93,64.6,22D,signal,high
25-35,4,69,40.56,64.8,22D,signal,high
25-35,4,24,26.06,64.81,22D,signal,high
25-35,4,114,55.58,66.51,22D,signal,high
25-35,4,104,51.98,67.53,22D,signal,high
25-35,4,35,29.58,67.59,22D,signal,high
25-35,4,93,48.17,68.69,22D,signal,high
25-35,4,47,33.39,68.89,22D,signal,high
25-35,4,58,36.89,69.34,22D,signal,high
25-35,4,81,44.43,69.43,22D,signal,high
25-35,4,70,40.4,69.7,22D,signal,high
25-41,4,P,37.84,17.88,16,signal,high
25-41,4,B,64.23,17.88,16,signal,high
25-41,4,A,51.56,18.33,8 Twinax,twinax,high
25-41,4,N,30.9,23.82,16,signal,high
25-41,4,C,71.71,24.0,16,signal,high
25-41,4,Y,37.55,26.02,22D,signal,high
25-41,4,R,64.89,26.02,22D,signal,high
25-41,4,e,51.18,29.13,22D,signal,high
25-41,4,D,78.31,29.93,16,signal,high
25-41,4,M,24.98,30.06,16,signal,high
25-41,4,d,41.25,30.2,22D,signal,high
25-41,4,Z,61.19,30.2,22D,signal,high
25-41,4,X,34.58,33.8,12 Coax,coax,high
25-41,4,S,68.49,33.8,12 Coax,coax,high
25-41,4,n,43.33,34.96,22D,signal,high
25-41,4,f,59.11,34.96,22D,signal,high
25-41,4,p,51.09,35.39,22D,signal,high
25-41,4,E,78.86,38.88,16,signal,high
25-41,4,W,28.61,39.52,22D,signal,high
25-41,4,T,73.82,39.52,22D,signal,high
25-41,4,L,24.25,39.92,16,signal,high
25-41,4,m,40.0,40.57,22D,signal,high
25-41,4,q,59.93,40.78,22D,signal,high
25-41,4,g,64.69,40.78,22D,signal,high
25-41,4,s,45.41,40.92,22D,signal,high
25-41,4,c,32.99,41.46,22D,signal,high
25-41,4,a,69.45,41.46,22D,signal,high
25-41,4,t,51.09,42.34,22D,signal,high
25-41,4,k,40.57,45.15,22D,signal,high
25-41,4,h,61.87,45.15,22D,signal,high
25-41,4,r,51.09,48.79,22D,signal,high
25-41,4,j,44.59,49.43,22D,signal,high
25-41,4,i,57.85,49.43,22D,signal,high
25-41,4,F,71.18,51.05,8 Twinax,twinax,high
25-41,4,K,31.63,51.42,8 Twinax,twinax,high
25-41,4,b,51.04,56.4,20,signal,high
25-41,4,V,47.16,60.22,20,signal,high
25-41,4,U,55.36,60.22,20,signal,high
25-41,4,J,39.28,64.02,16,signal,high
25-41,4,G,63.52,64.02,16,signal,high
25-41,4,H,51.4,65.48,16,signal,high
25-43,4,A,43.99,14.52,20,signal,high
25-43,4,Z,37.52,14.63,20,signal,high
25-43,4,B,51.17,16.21,20,signal,high
25-43,4,Y,30.34,16.29,20,signal,high
25-43,4,C,57.14,19.82,20,signal,high
25-43,4,X,24.36,19.93,20,signal,high
25-43,4,n,32.48,23.79,16,signal,high
25-43,4,p,40.83,23.79,16,signal,high
25-43,4,a,49.18,23.79,16,signal,high
25-43,4,D,62.43,24.7,20,signal,high
25-43,4,W,19.08,24.79,20,signal,high
25-43,4,E,65.64,30.65,20,signal,high
25-43,4,V,15.88,30.76,20,signal,high
25-43,4,m,28.36,32.44,16,signal,high
25-43,4,w,36.63,32.44,16,signal,high
25-43,4,q,44.9,32.44,16,signal,high
25-43,4,b,53.17,32.44,16,signal,high
25-43,4,F,67.79,37.44,20,signal,high
25-43,4,U,13.78,37.55,20,signal,high
25-43,4,k,23.88,41.1,16,signal,high
25-43,4,v,31.98,41.1,16,signal,high
25-43,4,x,40.7,41.1,16,signal,high
25-43,4,r,49.55,41.1,16,signal,high
25-43,4,c,58.03,41.1,16,signal,high
25-43,4,G,67.79,44.43,20,signal,high
25-43,4,T,13.78,44.54,20,signal,high
25-43,4,h,23.75,49.52,16,signal,high
25-43,4,u,31.61,49.52,16,signal,high
25-43,4,t,40.7,49.52,16,signal,high
25-43,4,s,49.43,49.52,16,signal,high
25-43,4,d,58.03,49.52,16,signal,high
25-43,4,H,65.64,51.45,20,signal,high
25-43,4,S,15.86,51.56,20,signal,high
25-43,4,J,62.27,57.18,20,signal,high
25-43,4,R,19.28,57.29,20,signal,high
25-43,4,e,49.3,58.31,16,signal,high
25-43,4,g,32.23,58.31,16,signal,high
25-43,4,f,40.45,58.31,16,signal,high
25-43,4,K,57.39,61.64,20,signal,high
25-43,4,P,24.19,61.79,20,signal,high
25-43,4,L,51.26,65.45,20,signal,high
25-43,4,N,30.32,65.54,20,signal,high
25-43,4,M,40.7,67.44,20,signal,high
25-46,4,W,33.68,13.36,20,signal,high
25-46,4,A,47.66,13.51,20,signal,high
25-46,4,B,56.14,16.57,20,signal,high
25-46,4,V,24.75,17.68,20,signal,high
25-46,4,X,46.52,21.0,20,signal,high
25-46,4,t,34.92,21.1,20,signal,high
25-46,4,C,62.53,22.88,20,signal,high
25-46,4,U,18.38,23.76,20,signal,high
25-46,4,s,30.31,24.77,20,signal,high
25-46,4,Y,51.06,24.78,20,signal,high
25-46,4,u,40.68,24.92,20,signal,high
25-46,4,r,24.88,29.66,20,signal,high
25-46,4,Z,56.62,29.72,20,signal,high
25-46,4,T,14.5,30.18,20,signal,high
25-46,4,D,67.33,30.28,20,signal,high
25-46,4,v,46.8,30.47,16,signal,high
25-46,4,AA,34.66,30.5,16,signal,high
25-46,4,a,60.27,36.13,20,signal,high
25-46,4,q,21.25,36.33,20,signal,high
25-46,4,E,68.75,36.93,20,signal,high
25-46,4,S,12.33,36.93,20,signal,high
25-46,4,z,32.19,40.86,8 Coax,coax,high
25-46,4,w,50.17,41.26,8 Coax,coax,high
25-46,4,p,19.66,41.29,20,signal,high
25-46,4,b,61.95,41.48,20,signal,high
25-46,4,F,68.88,44.01,20,signal,high
25-46,4,R,12.43,44.14,20,signal,high
25-46,4,c,60.32,46.47,20,signal,high
25-46,4,n,21.26,46.61,20,signal,high
25-46,4,d,56.56,50.65,20,signal,high
25-46,4,m,24.91,50.66,20,signal,high
25-46,4,G,67.0,50.96,20,signal,high
25-46,4,P,14.55,50.99,20,signal,high
25-46,4,x,46.8,52.36,16,signal,high
25-46,4,y,34.65,52.38,16,signal,high
25-46,4,k,27.58,55.2,20,signal,high
25-46,4,e,53.96,55.25,20,signal,high
25-46,4,H,62.92,57.86,20,signal,high
25-46,4,N,19.03,57.87,20,signal,high
25-46,4,h,32.19,59.0,20,signal,high
25-46,4,f,49.19,59.0,20,signal,high
25-46,4,M,24.14,64.24,20,signal,high
25-46,4,J,56.73,64.5,20,signal,high
25-46,4,g,40.54,65.6,20,signal,high
25-46,4,L,33.74,68.85,20,signal,high
25-46,4,K,46.21,68.88,20,signal,high
25-61,4,A,51.39,15.25,20,signal,high
25-61,4,Z,29.65,15.69,20,signal,high
25-61,4,a,35.96,17.65,20,signal,high
25-61,4,b,45.11,17.65,20,signal,high
25-61,4,B,57.28,18.3,20,signal,high
25-61,4,Y,23.75,18.77,20,signal,high
25-61,4,u,30.82,22.1,20,signal,high
25-61,4,c,50.19,22.11,20,signal,high
25-61,4,X,19.21,23.07,20,signal,high
25-61,4,C,61.85,23.1,20,signal,high
25-61,4,v,40.87,23.4,20,signal,high
25-61,4,t,25.29,26.33,20,signal,high
25-61,4,d,55.73,26.35,20,signal,high
25-61,4,w,49.02,28.93,20,signal,high
25-61,4,W,15.5,29.18,20,signal,high
25-61,4,D,65.54,29.19,20,signal,high
25-61,4,GG,32.06,29.38,20,signal,high
25-61,4,HH,40.87,30.14,20,signal,high
25-61,4,e,59.58,31.46,20,signal,high
25-61,4,s,21.51,31.89,20,signal,high
25-61,4,x,53.46,33.92,20,signal,high
25-61,4,FF,27.58,34.28,20,signal,high
25-61,4,V,13.56,35.47,20,signal,high
25-61,4,E,67.48,35.49,20,signal,high
25-61,4,NN,34.35,35.71,20,signal,high
25-61,4,JJ,46.07,35.71,20,signal,high
25-61,4,f,61.09,38.18,20,signal,high
25-61,4,r,19.99,38.2,20,signal,high
25-61,4,PP,40.89,39.74,20,signal,high
25-61,4,EE,26.21,40.9,20,signal,high
25-61,4,y,54.87,40.94,20,signal,high
25-61,4,KK,48.24,41.9,20,signal,high
25-61,4,MM,32.83,41.94,20,signal,high
25-61,4,U,13.32,41.99,20,signal,high
25-61,4,F,68.37,42.0,20,signal,high
25-61,4,g,61.63,44.61,20,signal,high
25-61,4,q,20.1,45.06,20,signal,high
25-61,4,LL,40.87,46.92,20,signal,high
25-61,4,DD,28.6,47.0,20,signal,high
25-61,4,z,52.47,47.04,20,signal,high
25-61,4,G,67.27,48.63,20,signal,high
25-61,4,T,14.4,48.63,20,signal,high
25-61,4,h,59.02,50.93,20,signal,high
25-61,4,p,22.9,51.13,20,signal,high
25-61,4,AA,48.13,51.77,20,signal,high
25-61,4,CC,32.9,51.78,20,signal,high
25-61,4,BB,40.89,53.63,20,signal,high
25-61,4,S,17.23,54.82,20,signal,high
25-61,4,H,63.81,54.84,20,signal,high
25-61,4,n,26.82,55.7,20,signal,high
25-61,4,i,54.24,55.71,20,signal,high
25-61,4,j,48.79,59.1,20,signal,high
25-61,4,m,32.68,59.1,20,signal,high
25-61,4,R,21.17,59.59,20,signal,high
25-61,4,J,59.89,59.63,20,signal,high
25-61,4,k,40.85,59.69,20,signal,high
25-61,4,P,26.18,63.31,20,signal,high
25-61,4,K,54.91,63.31,20,signal,high
25-61,4,L,49.49,65.93,20,signal,high
25-61,4,N,32.47,66.36,20,signal,high
25-61,4,M,40.86,67.14,20,signal,high
25-90,4,W,33.68,13.36,20,signal,high
25-90,4,A,47.66,13.51,20,signal,high
25-90,4,B,56.14,16.57,20,signal,high
25-90,4,V,24.75,17.68,20,signal,high
25-90,4,X,46.52,21.0,20,signal,high
25-90,4,t,34.92,21.1,20,signal,high
25-90,4,C,62.53,22.88,20,signal,high
25-90,4,U,18.38,23.76,20,signal,high
25-90,4,s,30.31,24.77,20,signal,high
25-90,4,Y,51.06,24.78,20,signal,high
25-90,4,u,40.68,24.92,20,signal,high
25-90,4,r,24.88,29.66,20,signal,high
25-90,4,Z,56.62,29.72,20,signal,high
25-90,4,T,14.5,30.18,20,signal,high
25-90,4,D,67.33,30.28,20,signal,high
25-90,4,v,46.8,30.47,16,signal,high
25-90,4,AA,34.66,30.5,16,signal,high
25-90,4,a,60.27,36.13,20,signal,high
25-90,4,q,21.25,36.33,20,signal,high
25-90,4,E,68.75,36.93,20,signal,high
25-90,4,S,12.33,36.93,20,signal,high
25-90,4,z,32.19,40.86,8 Twinax,twinax,high
25-90,4,w,50.17,41.26,8 Twinax,twinax,high
25-90,4,p,19.66,41.29,20,signal,high
25-90,4,b,61.95,41.48,20,signal,high
25-90,4,F,68.88,44.01,20,signal,high
25-90,4,R,12.43,44.14,20,signal,high
25-90,4,c,60.32,46.47,20,signal,high
25-90,4,n,21.26,46.61,20,signal,high
25-90,4,d,56.56,50.65,20,signal,high
25-90,4,m,24.91,50.66,20,signal,high
25-90,4,G,67.0,50.96,20,signal,high
25-90,4,P,14.55,50.99,20,signal,high
25-90,4,x,46.8,52.36,16,signal,high
25-90,4,y,34.65,52.38,16,signal,high
25-90,4,k,27.58,55.2,20,signal,high
25-90,4,e,53.96,55.25,20,signal,high
25-90,4,H,62.92,57.86,20,signal,high
25-90,4,N,19.03,57.87,20,signal,high
25-90,4,h,32.19,59.0,20,signal,high
25-90,4,f,49.19,59.0,20,signal,high
25-90,4,M,24.14,64.24,20,signal,high
25-90,4,J,56.73,64.5,20,signal,high
25-90,4,g,40.54,65.6,20,signal,high
25-90,4,L,33.74,68.85,20,signal,high
25-90,4,K,46.21,68.88,20,signal,high
